review_datetime,review,rating,data_source,app_name
2024-06-14 15:08:29,"So I’ve never used Grubhub before but my family says it’s cheaper than DoorDash plus I was ordering food that DoorDash didn’t provide surprisingly, I add in all the necessary information into Grubhub, including my correct address, but then I notice my driver is going to complete opposite direction of my house. I then check to see where they’re going because maybe they’re dropping off a someone else’s order but then I get the notification that my order has been delivered. I check my info and I see that it completely changed my address because they apparently “don’t deliver to my address”, but why didn’t they tell me that early before I wasted my money!!!! I specifically typed in my address before ordering and there was no problem at all, it said it’d be like 30 mins so no worries, but no. I no longer am worried about my order or getting it back, I’m happy to give someone else a free meal but I want my money back before I cancel my subscription and delete Grubhub. There’s no where on the app to even report my problem! I have to actually call the company and report it because all you can do is leave a frowny face ☹️ telling them that the info they gave is unhelpful. I expected good things but I guess I expected too much, Grubhub has lost a valued member.",1,App Store,GrubHub
2024-06-16 17:33:15,"Grubhub is the only delivery app I use where the driver is supposed to be Kim yet Kevin delivery’s my food. The drivers are usually too lazy to actually delivery to an apartment door and in to much of a hurry to ring the doorbell and hand you your food in place of leaving it in a random location on the porch.

Customer Service is simply disappointing. I do however like the new refund policy because dealing with the above and less than satisfactory customer service after you’ve spent $$60 on a pizza, wings, and the pre charge tip will make you lose it when you find your cold pizza and wings have been sitting on the floor of the apartment buildings foyer for the last 30 minutes. 

Do yourself a favor and use DoorDash, Uber Eats, or Instacart. They understand the assignment.",1,App Store,GrubHub
2024-06-20 17:25:02,"I have an instruction on my account saying do not leave my food on the ground where the bugs are. Not only do they leave my food on the ground every single time they do so immediately without knocking or ringing or making me aware of their presence. They also ignore any messages that come in along the way like make sure I get salsa for my tacos. Tipping is optional yet I tip generously as long as they follow my one instruction. I rarely have to tip with GrubHub because absolutely never is my one instruction followed. Customer service is wretched but since tipping is optional, and my instructions are clearly not followed, I am able to get my tip back, though nothing else is ever done about the consistent problem. I don’t want my tip back, I’d much rather not have the food that I just purchased be placed on the ground. But since that seems an impossible dream my Grubhub standards, I’ll keep taking my tips back.",5,App Store,GrubHub
2024-06-21 04:07:24,"Grubhub is better than most delivery apps, but it is still way more expensive than ordering directly from the restaurant. Most restaurants in my area add at least $1 to all menu items to compensate for grubhub’s fees. A meal that should only cost $12 usually ends up at $20 or more (that’s nearly double). It’s great if you are sick, short on time, or just plain lazy. 

Using Grubhub for food delivery on a regular basis is a luxury and reserved only for the wealthiest customers despite the fact that the app tells you you’re saving money with a membership (I “saved” more than $400 in the past 6 months!?). 

My market research indicates this industry only has a matter of time until it fails though since none of these companies have earned any profit and most restaurants feel reluctantly obligated to participate. Save yourself some money and time, get out of the house, and do the right thing by calling restaurants, using their individual apps, and visiting in person to double check that your order meets your standards before Grubhub gets involved (nothing is more dissatisfying than when a delivery driver forgets a part of your order).",3,App Store,GrubHub
2024-06-23 22:20:56,How many times have I ordered from Grubhub and had a delinquent driver/carrier that stole my food or wasted my time? I lost count. Grubhub needs to make it harder to become a driver and punish those that have numerous red flags and complaints against them. Grubhub makes sure I get my refund but it’s the time wasted (while I get hungrier and angrier) waiting for food that is never gonna get here. I’ve had drivers that don’t want to take the ELEVATOR in my building when I’ve buzzed them in and need me to go down. I’ve had drivers who can’t pick up the phone when I need them and I’ve had drivers that go and hang out while they’re accepted my order… it’s exhausting and I’ve stopped using apps for food deliveries. Hopefully someone reads this and can agree.,1,App Store,GrubHub
2024-06-24 21:19:38,"I say luck of the draw because it is. You need to be selective of your restaurant choice, as in a reputable one. I love Grubhub’s service and I use it quite frequently. When I have ordered in the past, the drivers would bring me incomplete orders. I finally said something to the driver who then referred me to the restaurant, who then referred me to Grubhub. Drivers are not allowed to check orders? It was a Grubhub order so you have to deal with them? It is difficult to navigate the third party site to lodge a complaint, which by then dinner had long passed. So really, it depends on the restaurant.  Also, I have discovered that some drivers will do two deliveries at once and it will push the time back.",3,App Store,GrubHub
2024-06-28 19:10:51,"I have constantly given this app chances. I was a Grubhub+ member for years. And the drivers are not what they used to be. Flat out disrespectful, stealing food, delivering the food in a disgusting state, and not following any directions. Driver ratings are not enough. When they refuse to answer the phone, take pictures, or tell you to contact customer service on them and they do nothing about it it’s time to go. I’m wiping my hands clean of this app. Everything is too expensive for me to be paying what I am just to experience disappointment after disappointment. Membership is cancelled today. And if there’s something I need so bad I would rather waste my own time and gas and just get it myself. It only gets two stars because it’s not the restaurants fault Grubhub does not hold their drivers accountable. -10 out of 10. Will not use again.",2,App Store,GrubHub
2024-06-30 21:05:37,"Unlike Door Dash where you can fix the pin location on the map if it’s off, you can’t with GrubHub. I’ve gotten cold food because that’s how long it took the driver to find me, I’ve had my food dropped off at the wrong location, I’ve had to go to customer service time and time again with no resolution. They emailed me 2 months ago (the last time I’d ordered was 6 months ago) saying the issue as resolved and they updated the pin location. I ordered today and when the order was confirmed, the pin location was still in the wrong spot. Tried to contact customer service and was told they’d escalate it… again. I told them to just cancel it and I’d go out and buy food somewhere else and they said they could not refund me but could give me a credit for what I paid to be used on a future order. I declined as I just wanted to be reimbursed for an order I likely would not get. It was escalated and I was told the same thing and offered a $15 credit, then a $30 credit, still insisting they couldn’t refund me.

This service is so incompetent and you can never get in touch with the drivers when the location is wrong so it’s useless. I’d give this 0 stars but the least I can give is 1 so 1 star.",1,App Store,GrubHub
2024-07-05 22:55:09,"Ordered a $40 meal and left tip, only to have the food stolen by said driver. Malaki (driver) decided to take off with the food after submitting a picture of delivered food which was a blank photo. 

I specifically requested for the food to be handed to me in fear of stolen food and was even going to leave more tip if the driver was nice. Once their car was on my street, I asked my boyfriend to wait by the door so he can receive the food. As soon as it said the food was “delivered,” he looked out and there was nothing. 

This is extremely frustrating because I work in the food industry and know that the runt of this will likely fall on the restaurant I ordered from. Although I received a refund and it should be processed in 5 days, hence why I’m not leaving a 1 star,I am disheartened for the restaurant who had already made the food. I hope Malaki is not allowed to steal more food from customers and restaurants. Will not be using grub hub again.",2,App Store,GrubHub
2024-07-06 21:05:04,"I ordered food and it said the estimated time for delivery was 2:50-3:10. I’m watching for a notification to see if he’s finishing up a delivery for someone else, and maybe that’s why he’s driving in the opposite direction across town. Nope, get a notification that my food has been delivered, along with a photo of a clearly homeless person on the side of the road. Last time I checked, an address for a house isn’t the same as on the side of the road. So I try to call said driver, no response. Luckily I’m getting a refund but this isn’t the first time that grubhub has either been over an hour late, forgotten drinks, and now is just handing out random peoples food to people on the side of the road. Maybe they should make their app more accessible, considering that it took me 15 minutes to get ahold of literally anyone to ask for a refund for food that I paid for; and maybe they should make sure their drivers for delivery are not going to steal food. Crazy how I’ve never had this problem with Uber eats though.",1,App Store,GrubHub
2024-07-09 17:08:31,"I was signed up for a Grubhub Plus membership without knowing and was unable to get a full refund for the subscription fees. I hadn’t opened the Grubhub app in over a year, then noticed some stray transactions from on my card which I thought might mean a hacked account. I looked into it and I had been signed up for a paid Grubhub Plus account without my knowing, and did not even get a courtesy email to let me know I had been forcibly signed up. The customer service team was only able to provide one of two fees back as a refund, and dropped the chat before I could contest. UPDATE: I got charged for ANOTHER month of membership on the day that I reached out for a refund. They promised to refund me for the previous month and cancel the membership, but instead they pushed through the next month’s membership fee and refunded that. They were inflexible about their refund policy even though all of these charges are due to their carelessness. So now, I’m stuck paying two months of fees for a service that I never signed up for. Really disappointed in this service. Will be ordering from DoorDash next time!",1,App Store,GrubHub
2024-07-13 04:19:47,I made a simple order and ended up driving to the restaurant for the missing items and by the time I got home everything was cold and I just wasn’t hungry anymore. I called customer service and they wanted to give me $5 and a 10% off my next order 😂 like that’s supposed to make me wanna order using this app. They offered me 5% off my next order initially and I just thought that was hilarious. The customer service agent even agreed but he wasn’t allowed to do more. Which I get… but people pay more for the food in general and then get slapped with fees and tipping just to have a cold meal with missing items and for you to have the audacity to not offer a full refund or even half a refund 😂. I can’t make this stuff up. Thanks for your horrible policies and lack of logic I guess. I paid $30 for a laugh I didn’t think I needed.,1,App Store,GrubHub
2024-07-17 06:17:24,I’ve ordered a couple of times to Grubhub and the service is very unprofessional. I have had two times that have ruined my experience with this app. The first instance was with my delivery driver. Everything was going well I got a picture from the driver sending me a picture of him holding my meal and drink but when I went to grab my meal I realized he took my drink which was unbelievable! I asked for customer service but I never got a response back from that. Later on today I decided to order again. I ordered two hours before a store closed and the status of my order showed “being prepared” for those two hours. I finally had to contact someone for them to give me a refund. It’s just very unorganized and disappointing.,1,App Store,GrubHub
2024-07-21 23:24:20,"From Gryo King. I called the food chain multiple times and received no answer. When I decided to contact Grubhub customer service, the representative assumed I wanted a refund then proceeded to lie and claim I received a number of unusual refunds even though I JUST started using this app this month (July 2024) and only had an issue with ONE food place. THAT problem was the hurricane occurred and I placed an order while power was still out in certain places and they were actually closed (even though Grubhub claimed the place was open) so they gave me my money back. THAT was the only refund I’ve received out of 2 other food places I’ve ordered from

After getting no help from Grubhub Customer Service, I called Gyro King back and the owner or worker claimed they would fix my order but never did. I will never order from Grubhub or Gryo king again. This is exactly why UberEats is better",1,App Store,GrubHub
2024-07-22 01:16:01,"In exchange for my inconvenience they offered free trial membership to a service that couldn’t deliver a simple meal.

The long story…
Address in the app was wrong so I chatted with Desmond to see if I can change it and let the driver know to deliver it to the correct address.  He said he contacted the driver and all was good.  App said the food was delivered but there was nothing on my doorstep when I went to look for the food.  Texted Michelle and she said she went to the wrong address and couldn’t take a picture at the house she delivered the food.  Chatted with the GH help desk and they had to cancel my order and issue GH credit so I had to re-order my food.  So here I sit waiting another 45 minutes for them to, hopefully, deliver dinner for my family…. I’ve never seen such incompetence.",1,App Store,GrubHub
2024-07-22 06:06:08,"The app lets you give feedback to the restaurant and to the driver who delivers your food. It does not allow you to give feedback to the driver who accepted to deliver your order and decided to skip out on it, nor does it allow you to give feedback to corporate for their handling of their drivers’ failures. And unfortunately, this sort of thing happens about 10% of the time, with no way to address the problem other than to deal with the problem other than to accept a $5 coupon for a two hour delay on the stone cold food that a responsible driver finally delivers.",5,App Store,GrubHub
2024-07-22 18:01:17,"No food delivery app is perfect. After all, someone outside of the app is physically doing the driving and caring for your meal. Like with any other app, you will have some amazing drivers and you will unfortunately have some who are terrible or clearly do not care. When you have to deal with the crappy driver experiences, I feel that GH does a pretty good job with customer service. 
I have always been 100% refunded for a meal that never made it to my home. The competitor UE has never reimbursed me for a full meal. GH will give discounts off of future meals for other subpar driving experiences like food arriving late.
I miss the 1 time per month $10 off any pickup order deal GH had. But, GH’s customer service is easy and reliable. And they do a great job at refunding when it is necessary.",5,App Store,GrubHub
2024-07-23 15:12:13,"I signed up after not having it for two years so that I could send my best friend breakfast on her birthday. They delivered the wrong order from the wrong company. When I complained, they didn’t give me a problem about refunding it and I said I didn’t want to refund. I wanted them to resend the items, the help us person said that they could not resend it but since I got the refund, I could go ahead and place a new order. The new order was placed and delivered, and when my friend went out to grab her food, the driver spilt her drink all over her sandwich. I provided a picture of the spilled drink showing the liquid on the floor as well as the soggy sandwich and the unopened straw, and they still would not refund my money. So I called and spoke to someone in customer service. She claimed to be the supervisor and they would not give me a reason as to why they would not refund this order. I’m definitely canceling my membership and I will never order from them again.",1,App Store,GrubHub
2024-07-27 00:34:19,"Now that GrubHub is legally forced to pay drivers more (GOOD), they are charging restaurants more fees, and in turn, restaurants are charging ridiculous ""service fees"" to make up for it! (Click the info icon next to the charge next time you see one) One of my formerly favorite restaurants now charges an $8 fee on top of everything, plus delivering fee! And of course I need to tip on top of that, because I can't trust how much money is actually going to drivers.

I'm going to start ordering directly again, and using GrubHub as a digital menu only. If you want your neighborhood to thrive, I encourage you to do the same. This used to be a company that added convenience and helped people discover hidden gems. Now it's predatory to customers and business owners alike.

I'm done with GrubHub.",1,App Store,GrubHub
2024-07-27 23:10:23,"I was fine with the small mistakes here and there especially when they refunded me. In the morning I ordered breakfast, which after waiting for an hour and a half with no courier I got connected to customer service to cancel the order and get a refund and $5. Whatever, at least I got my money back, no harm, no fowl. I ordered dinner later that day, received two of the three items I ordered, and had to contact customer service again, only to be treated as if I was lying to them. Excuse me? Get your service fixed and then you wouldn’t have these issues with refund requests. I wasn’t only ordering for myself, one of us just didn’t get their food. The least they could have done was give me a refund but all they would do is give me some pre scripted automated message denying a refund. Pathetic and insulting. I’ve already requested to delete my account and I’ve uninstalled the app, they’ve permanently lost me as a customer after such an insulting response.",1,App Store,GrubHub
2024-07-28 09:53:01,"Time after time when ordering through Grubhub I have to watch as the given delivery window is constantly pushed back on avg 2 hrs past when the food was expected to arrive and no update or information is provided to me until after this time has elapsed. And waiting 2 hrs for what should have been 20-30 minutes is a best case scenario. I’ve lost faith in the app due to the fact most orders are just flat out cancelled now after waiting hours, still no info or reason. Just a “We’re sorry but we cancelled your order and you might get your refund in a week from now” message. No attempt at making up for the error that is on the pickup/delivery side. No credit, no coupons, no guarantee that the next time you use the service the problem will be fixed. And yeah I called the places I was ordering from and they all state the order was cancelled from Grubhub’s side. At this point it’s not that Grubhub isn’t worth the hassle; it actually is causing more problems than a delivery app claims to fix. Just completely disappointed. This is my money, food, and time that’s being disrespected and it’s disgusting that things like this aren’t being taken care of.",1,App Store,GrubHub
2024-08-01 03:02:15,"I had my card info used to sign up for grubhub premium and get food in a state I don’t live in years ago. I cancelled the card and had my bank refund me. Little do I know, grub hub contacts my card to not only continue the premium on my card, but also recharges the original amount days later. I sporadically go through this process every 6months to a year when I randomly notice this. Canceling my card, and charges reappearing. I even contacted grubhub to have them stop reoccurring charges. Still was charged for 10 months after this. Finally got my card to stop all future payments ever with grubhub. terrible customer service, goes around me to contact visa to get my card info (when they’re the fraudulent charge!), and doesn’t cancel the reoccurring charge when requested.",1,App Store,GrubHub
2024-08-01 09:49:58,"I canceled my Grubhub+ membership last night. Unfortunately, Grubhub won’t notice my cancellation until the annual membership expires November 2024. I’ll use the app until then. Starting December 2024, I’ll choose a different food delivery app to use. Grubhub does not work in Vermont. It works well in California, Alaska, Minnesota, and likely countless other states. However, I’m cancelling my membership and deleting the app because of my experience in Vermont. Grubhub does absolutely nothing when I watch the delivery driver pick up my food, then purposefully bleed the clock until the order is late. Or, it takes the app 45 min to an hour to find a driver to pick up and deliver the order, thereby rendering the food cold upon delivery. In both scenarios, I was offered a $5 coupon on a future order. Yes, I got my food. Was happy to pay for that food. But I would’ve eaten hot food had I acted as my own delivery driver. So tell me, why deal with this app? I’m sorry Grubhub+, but I don’t need you. Thank you for inspiring me to quit your app. It’ll save me stress. This review is not reflective of the app’s performance. Grubhub has a good app. It’s just the people behind the machine that should be aware they are driving customers away.",2,App Store,GrubHub
2024-08-02 22:16:45,"Customer service is horrible they fault you for be a high usage customer. I was told they can’t give me any more refunds, for the order I paid that was messed up. Mind you I have only gotten 5 refunds and I use Grubhub about 5-6 times a week in the last 5-6 months. So naturally if you already have high complaints about orders not being right. I’m gone to have a higher amount order that’s mess up, then average. Especially when the restaurant or driver don’t pay attention to who’s food they are handling.

That not the bad part. When you try to tell that to consumers service they say its nothing they can to and there is no one above them I can talk to. I expressed my concern then the supervisor disconnected the chat In the middle of me typing and that happened twice. So I called the customer service number and guess what I got the exact rude response. That I can’t be refunded for paying for something I never got, and That she’s the supervisor there’s no manager she has a boss but can’t direct him to me and can’t give here last name or ID number. But say “my first name is Denise,”
And then hangs up the phone on me. 

I’m done they won’t get anything else from me….",1,App Store,GrubHub
2024-08-12 01:42:45,"It’s really disappointing to see how this service has gone down hill in the last few years. Tonight was the last straw. Yet again, I was delivered the wrong order (not from the restaurant, from the driver). Of course when I try to contact the driver, Shakro (I believe the translation for that word is “stupid”), he does not pick up his phone. I then try to text him to let him know he delivered the wrong order and I get no response. An hour later I get a text message saying my order has been delivered and a link to see the picture of the delivery. Yeah, the picture was the front of my house taken from the street. Fed up, I try to delete my account and every time I hit the “delete” button, I get an error message telling me “something has gone wrong please try again later”. I wish I could say it was nice knowing you GrubHub. I’m off to Door Dash.",1,App Store,GrubHub
