review,review_datetime,upvote_count,app_rating,data_source,app_name
"They have kinda declined in the past year. if you don't pay express you're waiting a while for your food. By the time you get it, it's soggy and cold. They say they'll refund you but the funds never come, not even as credit on the app.",2025-04-17 17:46:54,1,2,Google Play,GrubHub
"my experience with grubhub is absolutely atrocious, they literally have no way of tracking their drivers when the food never gets to you , or the driver abruptly cancels after sitting at the restaurant and making you wait over an hour. terrible employee management.",2025-04-17 12:55:01,0,1,Google Play,GrubHub
"worst customer service, almost never honors guarantee, huge mark ups.",2025-04-17 11:29:15,0,1,Google Play,GrubHub
Just an overall bad experience. Deliveries have been changed to Pickup without warning. The map view is just belligerently uncooperative. Still better than DD.,2025-04-17 10:37:31,0,2,Google Play,GrubHub
This is a really convenient service. I love it!,2025-04-17 07:15:41,0,5,Google Play,GrubHub
a girl who works at social security located at Parker Street in the Bronx which is not a real social security office they're just immigrants who steal. that girl is controlling my app and screwing up all my orders. which in turn is ruining it for the businesses. why doesn't anyone tell this girl to go away. I don't know her like her and she is certainly not a part of my life and she will never be.,2025-04-17 07:09:23,0,5,Google Play,GrubHub
I have yet to receive a perfect delivery. Either things I did not order or the wrong amount.,2025-04-17 02:45:35,0,5,Google Play,GrubHub
great job guys,2025-04-16 21:25:06,0,5,Google Play,GrubHub
So nice of them to refund my money for the food I never recieved. No compensation for missing my lunch hour. Terrible customer service.,2025-04-16 21:01:18,0,1,Google Play,GrubHub
sending me to far away for the restaurant when there are closer options,2025-04-16 20:48:19,0,1,Google Play,GrubHub
too many fees and pricing schemes; customer service useless,2025-04-16 20:29:49,0,1,Google Play,GrubHub
"I love the variety of restaurants and cuisines that are offered. I like how GrubHub lists my ""Go To's"" at the top so I can order when I'm exhausted after a long day. I like that I can choose the gratuity for the delivery driver. It's nice to have GrubHub to treat yourself to when cooking isn't an option for whatever reason.",2025-04-16 19:48:17,1,5,Google Play,GrubHub
never get my food canceled after 3hrs n now I don't have dinner b4 work,2025-04-16 17:44:59,0,2,Google Play,GrubHub
Grubhub is the Best!!!,2025-04-16 17:12:16,0,5,Google Play,GrubHub
"2 times now, I didn't get the food that I ordered. Customer service offered $5 both times, which was nice of them. My assigned driver sat in the parking lot of the restaurant for over 30 minutes, then unassigned. Next time, I'll likely end up using UberEATS instead.",2025-04-16 15:58:13,0,1,Google Play,GrubHub
these prices are crazy. your practically pay double the meal just to have it delivered,2025-04-16 15:25:32,0,1,Google Play,GrubHub
"geubhub has the industry standard for the worst customer service. if they're using a vendor, they should just look for a new vendor. the canned responses sent to their customers don't even make sense.",2025-04-16 14:24:21,0,1,Google Play,GrubHub
really affordable and easy to use.,2025-04-16 12:03:32,0,5,Google Play,GrubHub
awesome,2025-04-16 11:50:09,0,5,Google Play,GrubHub
Wait times are never accurate and it constantly deletes my campus dining card,2025-04-16 11:43:54,0,2,Google Play,GrubHub
does nothing about order thieves.,2025-04-16 01:49:22,0,1,Google Play,GrubHub
I Love This App It has Everything I need 🙏👋😃🤝🙌💕💕,2025-04-15 23:44:53,0,5,Google Play,GrubHub
Not bad..☺️,2025-04-15 21:11:50,0,5,Google Play,GrubHub
poor address choice interface,2025-04-15 17:23:16,0,1,Google Play,GrubHub
"If I could give less than 1 star, I would. Grubhub is terrible. I utilized them through Amazon Prime. 5 out of my last 6 orders were wrong. many missing items. I complained too often and was flagged. They would not make my last screwed up order right. Terrible customer service trying to get it resolved. lots of hoops. Much less stressful cooking at home. I would not recommend unless you like lots of fees added on, your order rarely being right, and no help when you complain.",2025-04-15 14:08:07,0,1,Google Play,GrubHub
"Instead of having just a monthly fee, why not have a yearly/annual fee also. So the monthly cost is $9.99 × 12 months= $100 - 119 Special holiday discount $45 - 66: 55% of $100 is 45.00: 55% of $199 is 65.4500",2025-04-15 09:58:52,0,4,Google Play,GrubHub
had better experiences and expectations,2025-04-15 00:42:07,0,3,Google Play,GrubHub
i love this place,2025-04-14 21:34:44,0,5,Google Play,GrubHub
"It definitely delivers food. it's overpriced but atheist It partnered with college for ""free"" (prepaid) food",2025-04-14 21:24:54,0,3,Google Play,GrubHub
so far so good,2025-04-14 21:02:24,0,5,Google Play,GrubHub
"due to the lack of consistency from restaurants if you ask for too many refunds no matter what the reason they will no longer allow you this as a luxury even when trying to cancel an order, I had fraudulent activity occur on my account and when I tried to cancel I was greeted with a prompt saying that I had asked for too many refunds. then in multiple situations I have tried to deactivate my account which GrubHub makes all but impossible. this on top of having some of the Worst customer service.",2025-04-14 20:48:27,0,1,Google Play,GrubHub
I recommend this to most people who are just looking for a easy to you Food Delivery app. It's so easy to use and quick and easy to ordering your food. ⭐️⭐️⭐️⭐️⭐️,2025-04-14 19:29:54,0,5,Google Play,GrubHub
Always on time. Although I am amazed; I still wonder how they can make whatever combination into a fresh product at your door.,2025-04-14 19:00:44,0,5,Google Play,GrubHub
"the university I attend partnered with grub hub, which is a great service, but this greedy thing removed happy hour from dunkin donuts so Grubhub can make more money. sad.",2025-04-14 18:35:26,0,1,Google Play,GrubHub
"when the app and drivers are connected it's fine. God forbid if your food is late. but if your food is cold?! they don't care. ""oh, it's only cold""? if I were ordering a salad that would be one thing. but ordering a burger, one has some modicum of expectation that the food at the very least could be lukewarm. cold? cold every time. the drivers don't care, the customer service certainly doesn't either. waste of your time and money to use.",2025-04-14 13:28:26,0,1,Google Play,GrubHub
"do not use these apps to order food for pickup,this company will rip you off, uninstall, delete,and just order from the restaurant",2025-04-13 18:48:11,0,1,Google Play,GrubHub
"It's great to have a delivery option even if you basically pay an extra 20 bucks on top. Sometimes I get drivers who struggle with apartments and delivery instructions, having left my food where I need to go hunting in the apartment complex for it. As with all delivery services any delivery issues may be passed back and forth between the service and the restaurant until resolution. Additionally if you end up having more than a couple of issues you are flagged as suspicious and can't get refunds.",2025-04-13 18:35:59,0,4,Google Play,GrubHub
"consistent issues with drivers. had someone accept an order, drive 30min in the opposite direction of the restaurant, drive 30min back to the restaurant, pick up my order then dissappear with my food. after arguing 3 separate times i finally got a refund. I asked to put in a complaint with the driver, they said it was taken care of. order again today, THE SAME DRIVER picks up my food, takes forever to get it to me, then DELIVERS TO THE WRONG ADDRESS. never blocked the driver for me. RIDICULOUS.",2025-04-13 16:55:57,1,1,Google Play,GrubHub
It's cheaper than DoorDash!,2025-04-13 16:34:18,0,4,Google Play,GrubHub
Zero stars if I could,2025-04-13 16:19:05,0,1,Google Play,GrubHub
"it's good, but my main gripe is when I order from jewel Osco. it never shows the driver heading to the grocery store. works any other store except jewels. and the app keeps freezing lately, I always have to close and reopen to get it working, which isn't much help at times",2025-04-13 13:24:57,0,3,Google Play,GrubHub
"The search makes the app almost complete useless. For example, if you search on one place on the app, it will show a local pizza place, but if you search for pizza or pizza category it can't find this restaurant. Even if you sort by distance when the restaurant is just down the street. Too many ghost kitchens. It seems like there is no way to view favorite places. The sort by distance doesn't seem to work. It will show 4.7, 5.2 then 2.3. You have the information but not ordered correctly.",2025-04-13 11:34:38,8,1,Google Play,GrubHub
we use often in our family. seems to be good so far.,2025-04-13 09:57:24,0,5,Google Play,GrubHub
I live in an area with multiple restaurant chains open 24hrs but GrubHub will only partner with the locations that are not 24hrs shame on you did you forget 3rd shifters exist and need to eat until GrubHub partners with 24hr locations there will be a boycott of GrubHub night shift needs to eat too,2025-04-13 02:57:03,0,1,Google Play,GrubHub
Stay away from this app the drivers will deliver your food where ever they want too. Like where's my food... ? Then they won't give you a refund. Trying to force you to use their service again by given app credit. No samlve your money,2025-04-12 20:09:32,0,1,Google Play,GrubHub
When Grubhub gives you the option to add items just know they will re-add every item of your order plus the one item you wanted to add to the original order. You end up placing 2 orders instead of one. technology is too far advanced for this to be a mistake. this is theft.,2025-04-12 20:04:38,0,1,Google Play,GrubHub
shop local. only use if this is your only option. there's always a problem with e everything and no accountability,2025-04-12 19:48:11,0,2,Google Play,GrubHub
"solid app, a bit difficult to edit items and maneuver through orders sometimes but it's a learning curve with the organization of the app.",2025-04-12 19:21:52,0,4,Google Play,GrubHub
"the address is wrong some of the times, and the order is sent to another apartment with the same number but mostly okay",2025-04-12 19:21:15,0,2,Google Play,GrubHub
I wish this app had the same features as doordash that gives you the option to choose either to refund the whole item if not available or replace it with something else.............I keep getting my order wrong none stop or just refund an item without letting you know,2025-04-12 18:51:14,0,1,Google Play,GrubHub
delivery to my door,2025-04-12 18:49:03,0,5,Google Play,GrubHub
"Just cook at home, not only do they markup the prices but if they mess up your order they will give a refund that doesn't even cover the item nor the delivery charge",2025-04-12 14:04:24,0,2,Google Play,GrubHub
very good and you get you're food with everything in the bag nice driver,2025-04-12 13:53:01,0,5,Google Play,GrubHub
"love, grubhub... get to have exactly what I want without going out... I wish I had it years ago.",2025-04-12 12:29:01,0,5,Google Play,GrubHub
"I was going to give a 5 star review, but the express reorder feature that shouldn't nudge people at the wrong time just pissed me off. Profit driven feature that introduced food waste and inconvenience.",2025-04-12 12:11:05,0,1,Google Play,GrubHub
doesn't care,2025-04-12 02:33:19,0,2,Google Play,GrubHub
"This company is ran by a bunch of people with room temperature IQs. 105 minutes to recieve an order that was less than 10 minutes away. Its hard to imagine this service turns a profit at all. After my order was delayed twice, it finally assigned a driver that spent 42 minutes driving around like a malfunctioning rumba. My order was cheaper than DD but at what cost. Missing Items, cold food, TERRIBLE customer service. With DD I would have had my food and ate it before GH even found a driver.",2025-04-11 23:41:51,0,1,Google Play,GrubHub
"There are so many problems with this app, but what is really frustrating is when your driver drives 20 minutes in the opposite direction to go drop off somebody else's food, and you could have gotten your food 10 minutes faster if you walked over there, and it would have been $10 cheaper. So I really don't understand what this service is even providing anymore, because it's not even convenient.",2025-04-11 21:51:12,0,1,Google Play,GrubHub
"Normally don't have any issues with the drivers but good luck getting in touch with customer service if something is wrong. After our order has been delayed for over an hour, we tried to chat in to have the order switch to another driver or pickup. William Z refused to help and disconnected out chat. Been a plus member for years but that's going to change now. Not worth it. Edit: supervisor riena li was also not able to provide a solution other than to continue waitting.",2025-04-11 20:08:50,2,1,Google Play,GrubHub
should not have to wait 1.5-2 hours for my food just because the drive wants to pick up more orders that came in after mine.,2025-04-11 18:25:50,0,2,Google Play,GrubHub
The GrubHub app is currently not working for me.,2025-04-11 15:47:28,0,1,Google Play,GrubHub
"So along with cold food, stupid drivers and ones that can't communicate in English, now the app forces you to leave a tip. Now I tried the prompts to delete the tip, but it kept coming back. Why the forced tip? I normally tip cash because of all the above. I'm not tipping someone that doesn't understand English. Many of the drivers look like slobs. No way. I'll order pickup if the forced tip stays. AND I'M CURIOUS WHAT GARBAGE GRUBHUB HAS TO SAY since my earlier review was ignored",2025-04-11 13:49:56,2,1,Google Play,GrubHub
"The app is now putting my address in a different state. Moorhead, ND doesn't exist. And I can't get the app to fix the issue. I've lived at my address for over a year and have had no problems previously. But with the new app update, I can't have food delivered to my actual address. It's ridiculous. Doordash lets you drop your pin on the map. Grub hub needs the same thing so this can be corrected by the user.",2025-04-11 13:23:47,0,1,Google Play,GrubHub
"Placed a $110 order and didn't get half of it. was refunded for JUST the 3 missing items, but not one penny of the service fee that I paid, nor did they offer to refund any of the tip that I added, which I based on the total amount of the purchase.",2025-04-11 13:02:23,0,2,Google Play,GrubHub
sent to wrong address after inputting right address 3 times. no refund. $39 coffee and sandwich vs $20.,2025-04-11 10:38:18,0,1,Google Play,GrubHub
Always great!!!,2025-04-11 08:45:47,0,5,Google Play,GrubHub
awesome,2025-04-10 23:04:35,0,5,Google Play,GrubHub
love it,2025-04-10 19:31:31,0,5,Google Play,GrubHub
Good job,2025-04-10 18:38:40,0,4,Google Play,GrubHub
"My Favorites! Cubanita burrito and quesadilla, la maquina (plantain sandwich with eggs), and street corn nachos. I get food from there almost every week.",2025-04-10 18:14:00,0,5,Google Play,GrubHub
like Nice 👍 Fantastic 😍,2025-04-10 18:02:46,0,4,Google Play,GrubHub
it's nice as a prime member!,2025-04-10 17:54:04,0,5,Google Play,GrubHub
"the app itself is ok. but now I literally can't do anything. remove random stuff from cart? nope. add items to cart? nope. checkout? nope. ""an error has occured, try again later"" I've tried everything to get it to work. delete all tabs, delete the app and re-download, everything. doesn't work.",2025-04-10 17:53:55,0,2,Google Play,GrubHub
hey your new notification badge sucks. I can't see it on my notification bar because my notification bar is black! Go back to Orange please,2025-04-10 17:07:21,1,1,Google Play,GrubHub
I used to love GrubHub but there drivers suck. They don't make sure they grab your whole order. Can't tell you how many times I've had to get a refund on an item that was missing. Most of the drivers take the scenic route and it take an hour to receive food that should really only take 25 to 30 minutes. plus this app is so buggy it's ridiculous!,2025-04-10 14:14:35,1,2,Google Play,GrubHub
"Can't figure out how to leave a review on here! They either make it WAY too complicated, or they simply preventing me from reviewing, but either way, terrible.",2025-04-10 13:52:20,0,1,Google Play,GrubHub
infinite percent the greatest in the universe 😁👍🏼,2025-04-10 10:55:27,0,5,Google Play,GrubHub
Will never use this app again.,2025-04-10 07:52:25,0,1,Google Play,GrubHub
couriers need to do better,2025-04-10 07:18:10,0,2,Google Play,GrubHub
"bro I was SOOO hungry and I had just gotten paid and wanted some tacobell.. I decided to try a new delivery app, and compared to most others, this one has to be the worst. I KNOW when my local tacobell closes, but it kept saying they were closed. I wanted to change the store location, AND YOU LITERALLY. CAN'T. I WAS LOSING MY MIND, GUYS. So it was trying to make me order from a tacobell I didn't wanna order from, and I ended up just not getting any because it was ""closed"". (it wasn't)",2025-04-10 03:17:41,0,1,Google Play,GrubHub
they hold your food hostage until you pay for a faster time. they have this guarantee that it will be on time but they make the time of pick up an hour later after you order it for fast food. holding my food hostage because I didn't click on the extra 295 for faster service is ridiculous. I canceled my account,2025-04-09 23:50:56,0,1,Google Play,GrubHub
"My very FIRST order with the app, was taken and I get some ""robot"" customer service lady say sorry for the inconvenience... 🤦🏾‍♂️",2025-04-09 20:43:12,0,1,Google Play,GrubHub
2nd time using grub hub so far everything has been on the money no complaints here. get the 5th star if lower prices a little.,2025-04-09 20:34:23,0,4,Google Play,GrubHub
"Overall, good app, very user friendly.One thing I would like to understand is why not all businesses are on grub hub.Is there a cost to the business or is it the choice of the business to not be on grubhub",2025-04-09 20:34:16,0,5,Google Play,GrubHub
why do I still end up paying more thru you guys? always!!,2025-04-09 20:16:00,0,3,Google Play,GrubHub
"The app frequently underestimates delivery times so the food is regularly late and lukewarm. Sometimes even one minute after I place an order with a delivery time estimated I'll get an updated saying my order is delayed and it will take double the time. I need that information before ordering, not after when I can no longer cancel an order. Doordash always seems to be more reliable but I get GrubHub+ for free so I begrudgingly use this service instead.",2025-04-09 18:11:59,0,3,Google Play,GrubHub
"The service has deteriorated to sub par levels - the way it was when the company got into trouble and before Amazon acquired it. They improved under Amazon but now, they're back to their old ways.",2025-04-09 17:40:22,0,3,Google Play,GrubHub
"worse than Door Dash in every way. I have GrubHub+ with Prime, and things still cost almost $10 more on this app than it does on DD with no subscription. There's no drivers on here past 9pm, less options, higher priced items, and some of the coupons want me to spend close to $40 to get a discount.",2025-04-09 17:18:03,0,1,Google Play,GrubHub
Get great service and in a timely manner. customer service is terrific!,2025-04-09 17:06:51,0,5,Google Play,GrubHub
Fast Friendly Service A+,2025-04-09 16:00:00,0,5,Google Play,GrubHub
great service every time,2025-04-09 14:38:01,0,5,Google Play,GrubHub
it's litty bro,2025-04-09 14:25:08,0,5,Google Play,GrubHub
I have used Grubhub while out of town for hotel food delivery great experience,2025-04-09 13:51:50,0,5,Google Play,GrubHub
swag,2025-04-09 13:04:40,0,5,Google Play,GrubHub
"As soon as this LAST order gets delivered, I am deleting this. While I understand drivers need to maximize their efficiency with multiple stops, I am tired of getting cold, inedible food, for the amount of tips and charges I have to pay, because they have ""three stops along the way""",2025-04-09 12:18:03,0,1,Google Play,GrubHub
excellent so much they doordash,2025-04-09 11:04:32,0,5,Google Play,GrubHub
"They tend to make at least 1 mistake per order, usually very minor, but irritating.",2025-04-09 10:36:18,0,3,Google Play,GrubHub
app keeps prompting me for delivery code which customers never have. app keeps promoting me to add digital card to wallet when I declined 20x in one day it never stops popping up. I have physical card. they don't pay you any money to deliver food. they send offers for $3 and $5. their customer service sucks. they play games with you just to irritate you on purpose. customer service is so terrible they will make you crash your car when they spin you around in circles and play nasty games with you,2025-04-09 06:21:38,0,1,Google Play,GrubHub
took way to long,2025-04-09 02:09:18,0,1,Google Play,GrubHub
They're seriously neglecting their website. Not everyone wants to use mobile versions of these services. There are places that only show up on the mobile app that are entirely missing everywhere else.,2025-04-08 21:53:19,0,3,Google Play,GrubHub
wont let me checkout. keeps saying there's a payment issue but wont accept any form of payment. very annoying.,2025-04-08 21:49:35,0,1,Google Play,GrubHub
"My order was wrong which was the restaurant's fault. I called GrubHub talked to a man name Phillip and he was rude, egoistic, and mean. I hung up and talked to the sweetest lady. I hope no problems in the future but if I do I hope I talk to her. God Bless",2025-04-08 20:56:09,0,5,Google Play,GrubHub
here's a summary that perfectly describes grubhub. you order something and try to me nice and tip the highest amount to the driver. the driver can't legally open your bag and check that you have everything. you get your order and things are missing. you get with grubhub help and they reimburse you for the base cost of the item. you just lost more money because you tried to be nice in tipping the highest amount. that seems unfair. they di nothing to fix your actual spending for an order. thanks,2025-04-08 20:47:47,1,1,Google Play,GrubHub
"Orders are delayed and the last 2 arrived over an hour late from the initial estimated delivery time. Contacted GrubHub support who was no help. Wouldn't confirm if it was the restaurant's fault or GrubHub not having available driver's. Supposed to have a guarantee with up to $5 compensation, but I wasn't offered any.",2025-04-08 19:14:55,0,1,Google Play,GrubHub
"never had an issue with GH until recently. always been my preferred food delivery app. i even pay for grubhub+ now that they load drivers up constantly with three orders at a time, everything's always insanely late and arriving cold (with drinks melted). i place my order and the eta is in 30 min .. and it just continues to get pushed back since they always have two stops after finally picking up my food and the other stops are always in the opposite direction of me. high fees for cold hard food",2025-04-08 19:03:37,0,2,Google Play,GrubHub
"Prime perks, easy choice. TWITCH PRIME!!",2025-04-08 18:00:28,0,5,Google Play,GrubHub
they said 30 min or less. that was a lie. it was late by over 2 hours. pay so much money just so they can take forever. cancel the order? yeah good luck getting ahold of customer service.. this app is a rip off.,2025-04-08 14:44:28,1,1,Google Play,GrubHub
"easy to use and very convenient. everything is there at fingers touch. from fast food to groceries, you can find almost anything.",2025-04-08 14:05:01,0,5,Google Play,GrubHub
This is a cool app!!,2025-04-08 13:28:41,0,5,Google Play,GrubHub
"pretty good food app. I prefer door dash, but I was traveling and the hotel had a deal with grubhub.",2025-04-08 10:52:47,0,4,Google Play,GrubHub
Grubhub app uses a RIDICULOUS amount of battery in background!,2025-04-08 09:22:14,0,1,Google Play,GrubHub
better than door dash or Uber eats,2025-04-07 22:29:04,0,5,Google Play,GrubHub
"If your order is small, it routinely gets delayed and then cancelled. You get calculated as low ROI and cancelled. And after wasting 2 hours of your time? No coupon. No nothing. Not a reliable way to get a meal at all. They'll waste hours of your time until the store is closing, then cancel and leave you with no dinner plans and a big middle finger. Regularly. Unless it's a big order.",2025-04-07 21:58:01,0,1,Google Play,GrubHub
"they sent 2 orders of the same exact thing, while I only ordered 1. each order was over $100. I called to have it fixed and they said to late it was already delivered. no one knocked on my door. when I got the alert I thought it was from the first order until I went outside to get my cat and saw a another order. I'd give grub hub zero stars, but there's no option for that. the economy is hard as is. they just out here making it harder. I won't be using grub hub anymore. neither will my followers",2025-04-07 20:13:12,1,1,Google Play,GrubHub
we didn't get all of our orders! we paid a good tip! now we have to order again and pay another tip!!! It was our first time using grubhub! never again!,2025-04-07 19:13:37,0,1,Google Play,GrubHub
They are very dependable and understanding. You can't go wrong using this app!,2025-04-07 02:30:09,0,5,Google Play,GrubHub
"If I could give less than 1 star I would. Just be prepared for them to tell you your fast food order will take 30minutes to deliver, just for them to delay the time twice & your final estimated delivery time to be 94 minutes later. When you contact customer service after the 2nd delay, they tell you your order will be delivered in 15 minutes & if it's not contact the. When it isn't & you do be prepared to be offered a credit & have your order canceled.",2025-04-07 01:29:01,2,1,Google Play,GrubHub
Cancelled order and lied about refund,2025-04-06 19:51:59,1,1,Google Play,GrubHub
"only allowed 3 discrepancies, whether it's your fault or not.",2025-04-06 19:08:58,0,1,Google Play,GrubHub
Terrible customer service. Order time frames are never accurate. Even when the restaurant is less than a mile away you're still left waiting over an hour and a half. When asked to cancel order customer service refused and after 30 minutes of trying to get my money back while still not having got my order I was refunded in grubhub credit VS back to my card forcing my money to stay with them so I'm forced to have this same experience over and over. Do not reccomend to anyone.,2025-04-06 18:59:12,2,1,Google Play,GrubHub
"Very helpful option to have, especially working on call shifts at the hospital. Minor issues regarding food quality (esp. temperature) with some of the longer delivery times which appear to be somewhat common in our area of the state. Grateful to have the option, however!",2025-04-06 18:38:59,0,4,Google Play,GrubHub
"The app is bad and the only thing worse than the service is the prices. You have to always double check the location of the restaurant you're ordering from because the app doesn't default to the location nearest you. The main page is a scramble of the same seven restaurants. And even with free delivery you're going to pay $55 to have your taco bell order driven all over town because the driver picked up another two orders on top of yours. Enjoy your cold, soggy ""fast food"" I'm out.",2025-04-06 18:22:59,5,1,Google Play,GrubHub
"free delivery with Amazon prime, but they raise the menu prices to make up for that by 30%",2025-04-06 18:08:17,2,1,Google Play,GrubHub
wonderful,2025-04-06 17:15:43,0,5,Google Play,GrubHub
half the time my orders get cancelled,2025-04-06 16:10:52,1,1,Google Play,GrubHub
my orders are always 30 minutes late leading me to believe the apps estimation is deceptive or the drivers are all consistently late.,2025-04-06 15:16:44,0,3,Google Play,GrubHub
terrible customer service,2025-04-06 14:50:45,0,3,Google Play,GrubHub
"GRUBHUB IS SHIFTY AF. You cannot directly cancel your monthly subscription, they make it difficult to do so you have to GOOGLE customer service (their ""system is down"" whenever you try to manage your account. Doordash is better. They actually give back to small businesses.",2025-04-06 11:50:54,0,1,Google Play,GrubHub
worst delivery app there is. Every time I order either the driver takes the food or the merchant cancels it after making you wait for 1 hour. The worst part is customer care won't help in any way. avoid buying membership and prefer other apps. I faced issues over 20 times while I ordered 30 times. last chat with customer care was so rude I had to uninstall the app. avoid the app if you're thinking of downloading it,2025-04-06 04:43:57,1,1,Google Play,GrubHub
"the UI is not as intuitive as others, but it's fine so far.",2025-04-05 22:18:29,0,3,Google Play,GrubHub
"Please change the notification icon back to orange. You can barely see the new black and white one. Orange please, orange.",2025-04-05 22:17:50,25,2,Google Play,GrubHub
"fast delivery, accurate orders",2025-04-05 21:52:55,0,5,Google Play,GrubHub
drivers make three deliveries at once and my food is always cold and drinks melted switching to Uber eats I thought I would try again and my order was 3 hours late. switch to anyone else. this company is terrible,2025-04-05 21:34:54,1,1,Google Play,GrubHub
great,2025-04-05 21:27:43,0,4,Google Play,GrubHub
The ordering process was grueling for me. but it's not a bad app,2025-04-05 20:37:42,0,3,Google Play,GrubHub
delivery drive left my pizza on my trash can in the damn rain and didn't even knock on the door to let me know it was here. very poor service tonight 4/5/25,2025-04-05 20:32:28,1,1,Google Play,GrubHub
Continuously has errors when trying to make payments for orders,2025-04-05 19:57:06,0,3,Google Play,GrubHub
it's like every year the designers ask themselves how can we make this worse,2025-04-05 19:50:01,1,1,Google Play,GrubHub
fees are high. as well as menu items higher priced than in the restraunt plus fees and delivery fee. rediculous. and I'm a member. not anymore.,2025-04-05 19:40:16,0,2,Google Play,GrubHub
always gd thx,2025-04-05 18:38:42,0,5,Google Play,GrubHub
I'm sick of having orders canceled without my authorization. If I have to I'll go get it myself. So knock it the hell off! Would give it less than 0 if I could.,2025-04-05 18:00:26,1,1,Google Play,GrubHub
delivered wrong order and wouldn't replace,2025-04-05 17:45:59,1,1,Google Play,GrubHub
"Y'all drivers are not understanding directions, they keep putting my orders at the wrong house at a completely different house number, idk what they are using but maybe they need to start using some GPS to guide them because last night I had the same problem, I had to tell the man he was on completely different STREET NAME, I looked at the map, clear as day, GPS need to be required at this point, Uber NEVER does this stuff to me, NEVER",2025-04-05 17:41:12,2,2,Google Play,GrubHub
"if I lived in a city, it might be worth it. but it takes too long for us county folks, and my food is cold by the time I got it.",2025-04-05 16:37:05,1,1,Google Play,GrubHub
"love grubhub! good food and good service, usually.",2025-04-05 16:30:19,0,5,Google Play,GrubHub
