date,review,rating,isEdited,title,userName,developerResponse
2024-05-29 00:34:14,"I know everybody’s wondering why would I give Uber Eats one star first things first I accidentally signed up for the subscription membership and could not cancel down below. It said I have to pay $98 after the free trial and I was confused because I accidentally pressed it because uber eats has to many pop-ups just to order some food then after that, I tried to order some food and they would not let me cancel so I’m confused and I tried contacting the front office, but nobody answered. I emailed too still no answer. at this point they were  just ignore me I will not be paying that fee I don’t care what it takes. I will go to court for this how you gonna give somebody a membership and won’t let them cancel it Another thing is the taxes there’s no way I order a $10 meal and the tax is 6$ it comes up to $18 the math is not adding up at all uber eats is just broken and  will always be broken. It’s been like this since the first time it came out I always had trouble canceling my orders cause they wouldn’t let me so I have to go through it. I don’t know if this happens to other people or just me, but I consider this as scamming because you’re taking money from people without giving information about it I will not use Uber Eats again if this happens you i recommend switching to DoorDash!!!!",1,False,Broken company,DarRius Tray’von,
2024-05-30 03:04:58,"This is unacceptable. I've waited two hours for my delivery, and the delivery person hasn't moved for the past hour and a half. I had to deal with a frustrating automated chat and then an agent who offered a small discount for more waiting, which I accepted. However, the delivery person remained uncontactable by both me and the agent. After expressing my frustration and asking for a solution, the chat was ended, and the delivery still didn't progress. When I contacted support again, I received the same unhelpful response and was offered an inadequate discount despite my premium membership and the increased frustration. A 20% discount on an undelivered order in two hours, wasted were starving talking to two agents who are very inefficient for more than 40 minutes is insufficient. Considering the poor behavior of the delivery person and support agents, I will not renew my premium membership if nothing is done. This situation does not reflect the loyalty I have demonstrated to this app, and it has been extremely disappointing. I canceled my Uber one. I understand a delivery person going missing in action, but having two unprofessional, inefficient support agent that both and the chat promptly without my consent, and without solving the issue was too much.",1,False,Was loyal but omg this one was a dealbreaker.,Romain2024,
2024-06-12 19:36:16,"I don’t understand how every single time I order something through this app, it gets delivered to the wrong location. The past two times, I’ve needed to drive around my neighborhood trying to find my order. This time not even that worked, my food is literally nowhere to be found. Yes, I got a ""full refund"" this time around since I got absolutely nothing and I understand the driver needs to keep the tip which doesn’t get refunded to me, but I think the company should take that cost as well. I literally just paid for nothing to get delivered (once again).  Basically just paid somebody to drive to the wrong location, while I get no food on top of that.  
Not once have I ever gotten my food delivered somewhere else by any other restaurant or app besides strictly Uber Eats. It is such an easy address too, literally four numbers and the name of the street. It is really not that complicated (no apt no., etc). If you’re going to run a delivery company where you outrageously overcharge for fast food to be delivered, at least make sure your location services work properly. Just ridiculous.",1,False,Same problem every time. Their locations are wrong.,Raqueljmm,
2024-06-14 15:32:11,"Made this 5 stars, partly for visibility, and partly because I do genuinely like and rely on Uber Eats. I’m physically disabled and can’t cook, so this has been what I have relied on for the past 3 years.

BUT!!!! Within the last year in particular, it feels like Uber Eats has been taking advantage of the fact that you kinda *need* notifications turned on your phone in order to know when your food is here, so they can shove ads in your face. It’s already bad enough that you can’t watch videos or scroll social media without seeing add every 5-60 seconds; why must my phone notifications be ads too? Wasn’t this corporation already generating enough money already *before* making all these ads for fast food chains? It just feels greedy, unnecessary, and inconvenient. And news flash: the more these apps keep inundating me with ads, the less I want to consume what they are advertising to me.",5,False,Why must the world become an advertising hellscape,Please just lemme post,
2024-06-19 21:00:16,App steals your money The other day I placed an order for a salad and when it came in It was a mess packaging open with juice leaking on it I reached Uber and they gave me a credit from the order that did not include the tip which Is normal The order total was around 26 dollars and I tipped the driver 5. So I received 21 dollars in credit Then an hour later 5 dollars disappears from my credit (Uber Cash) it goes down to 16 dollars and it list an extra 5 dollars being taken out for the tip even though the driver received a prior tip and I never altered anything. Then the last straw hits when I wanted to order some sushi with my credit. The order was 29 dollars minus the 16 that was there I should have only spent 13ish dollars out of my bank account TELL ME WHY IT DIDNT USE MY UBER CASH IN THE TIP 18 CAME OUT FROM MY ACCOUNT. Why would they take the tip out of my credit two times AND then make me pay 5 out of pocket with the tip on the next order!!! That’s sooooo wrong I only received 10 dollars covered by credit when it was supposed 21. ABSOLUTELY DISGUSTING THIEVES Ill probably switching to DoorDash where they don’t steal credits they give to there loyal customers after a mistake has been made,1,False,Stole my credit,peter gggoo,
2024-06-23 13:17:17,"***Leaving high stars so hopefully people can read this**** Great app to easily order food….assuming everything goes well with your order and everything is correct. 
Dealing with customer service trying to correct issues with orders is the problem. We would order 4+ times a week so obviously not everything is always correct. The first few times needing assistance was fine. Fast forward and they will flag your account for reporting problems. We spent over $100 one evening on dinner. Did not receive an entire entree priced around $30. Contacted customer to fix the issue and they said there was nothing they could do and my account was flagged and no refunds or coupons would ever be received again due to too many reports. When you’re ordering 20+ times a month OF COURSE things are going to be incorrect or missed occasionally. And of course I’m going to contact customer service because that’s my hard earned money but apparently there’s a limit with UberEats on how much they think should be corrected for you! So order away but just know eventually you’ll be paying them for incorrect and missed orders.",5,False,PLEASE READ THIS!!!!,KenzFla,
2024-06-25 22:50:57,"Honestly, I’ve used Uber eats for years now. I recently got a new phone and number and had to remake an account with them, with that I got multiple promotions stating I could get $20 off or $25 off my orders. When I apply them to my order they never work. I’ve called them about this issue and they just tell me the promotions got deactivated, even tho I received them that day. When asked why they got disabled they have no actual answer and keep repeated that Uber reserves the right to do so whenever they’d like. When I asked if there was a supervisor I could speak to about this issue since she was unable to help me and this isn’t the only promotion that hasn’t worked she instantly hung up the phone. I used to love the app and used it all the time especially during Covid, but now it’s a scam and I will never use Uber eats again and advise you to not use it either. DoorDash gives you promotions and you can use them, they have a better setup for if food is missing or wrong where they actually give you your money back, and they function better all around now.",1,False,Uber is a scam that steals your money,Honest reviewer !!,
2024-06-28 21:07:34,"This is based on dozens of orders. 
It’s like some mad genius optimized an app for taking good people that work hard to deliver good food that people worked hard to cook to people who work hard for the money to pay for it. Everyone’s incentives are aligned to make this works. Then comes the Uber effect. The most stupidest decision is always selected. I just ordered from Jack’s Urban Eats, a local chain favorite that has a storefront a mile or two away. When I check on the order, the driver picked it up, then drove 20 minutes in the opposite direction to make another deliver then drive 22 minutes to pass the same Jack’s and 1 minute to deliver the now 45 minutes old sandwiches and urban fries.  Stupid. The same restaurant, another story, they sent the order to a store 2 town over and waived the services fee so it looked legit. 
They have this deal add a 2nd stop for your driver for no service fee. If you set it up so the 2nd place (like dessert or boba drinks etc) is on the way from the first place to make it easy they inevitably send 1 person to the the drinks or desserts spot immediately and later dispatch a different person to get your dinner order 20-40 minutes later",1,False,Horrible,bad app bad sppp,
2024-07-02 06:44:07,"Overall a great delivery app in its sum but I do have a few complaints. Such as order cancellations, it’s a thing that has a slim but decent chance of happening to your order. It’s annoying though it’s only happened once to me, it was quite annoying because I don’t order food quite often. So it was pretty frustrating to deal with. I hope Uber has improved this and I’m not sure who’s fault it was on their end whether the restaurant or the delivery driver just hoping this can improve. Another complaint is sometimes the prices can be outrageous, like for a small slurpee with tax and delivery fee is $7? I might as walk but I guess. I don’t think they can do much about prices but I’m glad it’s not to bad. It’s just a little higher than preferably acceptable. Other than these 2 things. I highly recommend this delivery app, it’s better than any other app (Postmates, DoorDash, etc.) so go ahead and install it and order yourself some.",5,False,Great delivery app! But..,goji_fs,
2024-07-06 09:56:52,"I buy a lot of stuff from Uber food groceries etc. I’ve been doing that for years. Now that things are still missing lately and there’s nothing I can do about it cause they won’t pay me back and I’m supposed to prove that they’re missing when something missing I asked for a refund or whatever and they say no they will not give it to me. Some of the money has been as high as 50 or $60 and I don’t get the money back. I don’t understand, but somebody told me that because I had too many problems with my food. Now they will not give me any refunds no matter what the situation is so they said that once that happens, you are no longer getting any refunds ever. I remind them that I buy more much more than I am missing and I I give them positive views and information when they do well, but when they don’t , I give constructive criticism of missing items or it was slowly made doesn’t matter. I asked if I could talk to somebody in reference to this ordeal and I was told that there is nothing I can do, so as long as I keep using them and I don’t get what I paid for I will never get a refund from them again and they won’t tell me why",1,False,Food and items keep being missing and I don’t get paid back for them,crappy to find location,
2024-07-06 17:08:30,"Order food from my Uber app. When I received my order my drink was missing the fries where severely overcooked making them inedible and the sandwich was missing everything I asked to be put on there and the food was cold. When I contacted customer service not only did they not do anything but when I tried to make my complaint about the food it kept saying you left no tip as a justification for my order being completely wrong. I tipped the driver the next day as I told them I would. Customer service not only didn’t help they said my order didn’t meet the qualifications for a refund. I paid almost $9 dollars at Wendy’s for their $6 biggie meals to have my order cold, missing food and inedible food because the fries had been so overcooked you couldn’t eat them. I even sent a picture a second time to show on my dispute that the food was overcooked. I never got a response back and on the app it says that my concern was handle when it wasn’t. I wouldn’t use UberEats or any other platform like it. I would only use that specific restaurants app to order delivery and just pay there fees.",1,False,Customer service,Shav253,
2024-07-12 04:53:54,"Firstly the fact that they wont post your one star review shows how many people are dissatisfied. I would rate this 0 stars honestly. The amount of issues I had with Uber eats is just pathetic I CAN GIVE MULTIPLE EXAMPLES  weather it be with the order taking way longer than is said or with issues with my order. The fact that you can’t talk to someone on the phone and theirs only a  chat is frustrating .
My most recent experience was the order sent to me was completely incorrect. I reached out to them and they told me they can’t refund me. After emailing 2 more times that I want a refund they said they’ll give me $10 credit for Uber eats. I tried to order something and apply the credi  it and it didn’t work. I emailed them back and instead of answering my questions they just said we can’t refund you. The lack of customer service and the fact that they don’t value or appriciate their customers AT ALL!!!!!! Is honestly pathetic.
( I order form Uber eats all the tome sometimes as much as 5 days per week). I decided to try Uber eats again after not using it for a while but after this recent experience I’m not using them EVER again and will most definitely not recommend to anyone to use it. I will be using DoorDash instead as my experience is a lot more pleasant with them.",2,False,Don’t use Uber eats,Tzippss,
2024-07-12 16:02:24,"We ordered from Uber Eat App for food delivery , and our order was delivered but missing two out of four main courses. The receipt on the bag listed our order correctly, but was not including in the bag. We have tried to reach out to Uber Eat through the App, but was not properly refunded for the missing items. After several attempts to get to the correct refunds, the only respond was: “You’ve exceeded your support attempts”, and that was it. No number to contact customer service and no chat available. Our food was still missing, but we can not get help, nor a proper refund. We tried to contact the restaurant, there was only pre recording and not able to speak with a real person. Tried the restaurant app, it mentioned the deliver through third party (aka Uber Eat) has to contact the third party. We’ve learned our lesson.

Update:
Received feed back from support team a day later. The support team had provided refund for what is just for our missing delivery items plus some extra for the next order. I considered it was fair compensation for what we had went through.  Only hope Uber Eat will bring back the chat options for anything that goes wrong with orders. Either way, we will continue use the app for our convenience.",4,False,No customer service,Austin M&M,
2024-07-13 00:11:54,"I’ve had a few problems with orders in the past, missing items or bad replacements, but my order tonight was terrible. I had a sick dog at home so I decided to order in. I ordered 6 items. The delivery driver changed the quality of 2 items which cost me more. He then said they didn’t have any Rose in the entire grocery store and no cake. This is obviously an outright lie. He didn’t speak any English but I shouldn’t suffer for the lack of ability to communication. To add insult to injury, he charged me for 4 items and only brought the 2 that he upped the quantities of. After leaving off the wine, he still insisted that I show an ID for alcohol and sign for it. I simply signed, “no wine” since I didn’t receive any. There’s no number to call for Uber Eats and the Help option is extremely limited to preselected options like missing item or it would just direct you to self service with no help at all. I hope to be refunded for my missing items but the entire experience was for convenience. This order took an hour of my time and wasted my money, then I still had to go out get dinner. I’d caution anyone thinking that Uber Eats would be convenient; they’re unreliable.",2,False,Nonexistent Customer Service,Customer480,
2024-07-15 19:33:45,"Uber Uber eats is the worst food delivery app ever not only Do they not have a real customer service line but when you do reach out for support in the app, all of the representatives use the same lines which makes it seem automated. They can’t help you with anything, I had a $20 off promotion for any order over $25 and it applied to my order but when I went to go check out, it says the coupon can’t be applied when I reached out to customer support they said the coupon should work for my order, but since it’s not they gave the trash idea to purchase the meal full price anyway and after my food got delivered, they’ll apply the promo after when I asked for details as to how that worked, they couldn’t give me any details and ended the chat abruptly they said that a lot of people were having issues with applying the promo and it’s a bug inside of the app. Uber Eats has to be the worst thing created for food delivery ever, and I hope the entire company burns to the ground. hungry people have the worst attitudes so considering that this app is so trashy I don’t know why they won’t put the work in to fix it. Uber eats isn’t even half as good as DoorDash, but I only used it to use my promotion which again doesn’t work.",1,False,Worst food delivery app,Autumnmonet,
2024-07-15 21:31:23,"The app isn’t great and I’m finding myself ordering directly from businesses more and more often (which is probably better for them anyway.) 😒For example, sometimes order tracking does not work so it looks as if an order was never placed. That is how i ended up with three pizzas the other day and spent $70 as opposed to the $20 something dollars I intended to spend. Second complaint has more to do with the uber one membership rathe than the app. Users paying a premium for a membership should get delivery priority but right now drivers can pick up multiple orders to deliver… so you maybe waiting forever to get your order. BUT for an extra fee… on top of your membership premium, you can pay an extra fee to have your order delivered first. Uber with the ten million fees for the win. Next, you’ll most likely NOT receive your order more often than receive it. If the driver delivers your order to the wrong house, Uber will issue a refund for the food and fees BUT THE TIP WILL STILL GO TO THE DRIVER. Thanks for hijacking my tip and rewarding the driver for their incompetence. I personally do not like to tip
if my order never gets to me.  More and more often the driver in the picture is not the one that shows up… so much for safety.  Lastly, more often than not drivers do not speak english so good luck trying to resolve something with them if there is an issue with your delivery.",1,False,"fees up the a**, terrible service, I do not recommend",nicknam3123456789,
2024-07-16 05:15:10,"After I was given TWO of the FIVE items I ordered which I paid full price for, I sent my request into the help center and asked repeatedly if I can get help about my items missing from the order and all I was ever told is that I’m not “eligible” for a refund, I asked to see why I was not eligible and if there is a list of reasons someone wouldn’t be eligible but what made me the most unhappy is that I never even spoke to a real person and when I called my delivery drive, I was unable to communicate with him due to a language barrier. I was in the same help chat for the order for three days and got the same response from the “person” taking my ticket and I’m writing this review mainly because under the different names of “people” sending me responses send messages not too distinctly from how a ChatGPT Ai with a prompt that most likely tells it something like “write a message to a customer that informs them there order is not eligible for a refund”  because I am getting a very similar message repeatedly with the same core meaning, something ChatGPT Ai bots do. I am very frustrated with the service I received and no longer wish to pay this company a dime ever again.",1,False,The Customer service,SteinburgGoldmann,
2024-07-18 16:02:09,"For the most part Uber eats has been pretty solid . I use it some what often on most weekends for my wife and I. There’s been a handful of times where I have had to contact customer service , the customer service is absolutely terrible , I have had them legitimately tell me, you’re out of luck and just leave the chat , even when asking simple questions, ignored .. I will be deleting the app moving forward and spending my money elsewhere, I’m only 1 guy ordering and it won’t make a big deal, I’m aware . However, with the customer service being so rude when an issue occurs and ignoring simple questions on why I’m waiting 2.5 hours for food after they assured me at the 1.5 hour mark it will arrive within the time window ( 10 minutes after the convo )and it just continued past it , again, and again. They shouldn’t make guarantee’s when it’s out of their control. It was 5p on a Friday evening so I’m sure that’s a busy time but no one was picking up the order and customer service just kept lying saying someone had was on the way so I couldn’t cancel it . It was a place 5 minutes away, so I just wanted to go pick it up myself and they also wouldn’t let me switch that either . Just waited the 2.5 hours .",2,False,Some issues,CATVI.,
2024-07-19 19:23:42,"While yes , it’s cool to get food delivered. Uber is terrible. 

Restaurants do not tell you when items are out of stock, and ur left with making 1-2 hour call to Uber and they can’t do anything about it and you have to settle for something you didn’t want.  This has happened with every ice cream store we have ordered in Uber eats. 
 Along with restaurants saying their open and when you place your order they close the restaurant and you again have to call customer service and ask for a refund or cancel and in reality it takes so long. Restaurants forget certain items and you have to experience the frustration every single time you order.  Some Uber drivers cancels your order. My family has have to wait 2 hours once to wait for a driver and  also the 20-30 minutes to the drive to drop off the order. I recommend DoorDash as it’s better then Uber. Thank you",5,False,Terrible.,Elie_82,
2024-07-21 07:24:13,"Delivery people can deliver rain soaked food orders, delivery people can deliver food late (like I watched him on the tracker go from picking up my food 6 blocks from me down 30 blocks, then East a dozen blocks, then back up to me - my food was disgusting by the time it got to me). Salmon can be delivered BAD - smelling and tasting foul. Restaurants can put mustard on your food when you ask them not to. Heck, you can even declare a allergy to an ingredient, ask they 86 it, and they can ignore it with no recourse. In fact, none of these issues get justice From Uber eats. They put the cost and the blame on the customer. About a thousand dollars I’ve spent on Uber eats this year and raw salmon which I ordered medium was the last straw. While I’ll be filing a charge back through my bank for the raw salmon I received and couldn’t eat - I now know that Uber eats doesn’t care about the customer at all. It’s more concerned with keeping restaurants happy (ie; no refunds). They don’t take responsibility when multiple issues happen too close together on a timeline - they don’t take in account how often a user uses the app in relation to the amount of issues they report. It’s a scam, really. A useless app and service unless you actually like flushing money Down a toilet.",1,False,Non existent customer service,nycgirl2021,
2024-07-21 20:47:33,"I have $80 Uber cash . The app won’t allow me to check out . Customer service is a complete waste of time and can’t solve one simple problem . What are you working there for if you don’t know tihs? Then they’ll hang up and tell you someone will email you within 6 hours . I’ll never use Uber again . I though DoorDash was ssa ….. Nope it’s definitely Uber Do not use this service , the other services compare so much better . They won’t let you use Uber cash that you’ve paid for . They want you to wait 30 days to be refunded . Due to their diputs excuse stating that your account has to be deactivated for 30 days and that it’s just their policy . A specialized team means they’ll never get back to you . They’re just collecting your money and ignoring you . Do not use this service !! This is their response just pure incompetent ! We know how important it is for you to be able to book a ride. We made an investigation into what's causing the error when you are booking a ride and we noticed that there was a restriction on your account from accessing the Uber app for activity that oversteps our Terms of Use. Though we cannot go into details as to why a restriction has been applied to your account, we recommend that you check our Terms of Use. We appreciate your understanding. Illiterate would be a compliment .",1,False,Uber cash,FYPMBI,
2024-07-24 23:36:08,"I used Uber eats delivery multiple times a week. Been using for years and am a Uber one subscriber. Normally if there is an issue with the order I submit an help report and get a refund. That has changed last couple of months. Unfortunately there are 2 restaurants that have been not providing all the items or wrong items repeatedly. I submitted pics of wrong items and was told my order was right and no refund would be given despite the picture showing otherwise. I go back and forth and now they claim I am violating refund policy. Not sure how when I pay for items that don’t arrive. It seems Uber is violating their own policy. 
I am starting to just grab food myself now because their support has really declined and try claiming I am abusing refund policy for asking for refund for missing/wrong items, even when pics are provided.
Ultimately I may just cancel the subscription and stop using the services. For the mark up and fees Uber charges they need to own up to their issues.",2,False,Customer Service Has Gone Way Downhill,Geowa,
2024-07-26 14:00:36,"I ordered priority delivery. My order was not delivered in priority, which was clearly tracked through the app. Food arrived late and cold, Restaurant was unable to provide details as to what happened to the food other than the driver had picked it up more than 20 minutes prior with other orders. Clearly, they were delivering the other orders first even though I had paid for Priority delivery. 

Understandable that mistakes are made, and things happen, however, when reaching out to customer service to try to resolve the issue, I was met with a slew of chat bots that were entirely unhelpful, and even ended the chats abruptly with no resolution. There is no human customer service rep that you can contact or phone number that you could reach out to. All responses are extremely automated and not at all customize to the situation at hand. 

Bottom line is they are charging for a service, then not providing that service. When a customer tries to reach out for resolution, it is the most frustrating process that ends with the issue unresolved, the customer left unhappy and blatently ripped off.",1,False,Priority delivery is a scam. Worst customer service in history.,FL Advocate,
2024-07-31 20:25:38,"Uber eats is good for convenience and I appreciate that but I’m not satisfied. Uber eats when I first downloaded the app had many promos for food deliveries which made me want to use it. I then tried a free trial for Uber one to lower some fees and that’s nice. But ever since I started paying for Uber one, I have not been receiving any food delivery promos. It almost feels like as soon as I fell into paying for Uber one, all of the promos I was using often to get food delivered just stopped immediately. I still check the app regularly to see if any % off food delivery promos are available but I haven’t seen any in months (hence me not using the app anymore). I am now stuck with Uber one for a few more months but I don’t use the app anymore. Overall the experience was okay but I just feel like as soon as I became a paying customer, they stopped offering me the promos that made me use the app in the first place. 2 Stars for now because it’s been many months since I’ve been offered a good promo on food delivery. Uber can do way better",2,False,It was good until it wasn’t,tinderfukinsux,
2024-08-04 18:20:13,Placed an order at noon and latest arrival time kept getting pushed back for several times from initially 1:15pm to 2:25pm. I monitored the order status consistently and noticed the delivery person was at the restaurant for more than 40 minutes without moving. I tried to reach out to the delivery person through calls or ubereats messages but received no responses. I then reached out to customer support twice. The first representative told me to wait til 1:50 PM as it was the latest arrival time at the time I was speaking to the representative. Despite of the fact that I told him the delivery person has been around for 40 minutes he told me it could be due to app glitches or bug. I reached out again after 1:50 PM as instructed and during that time my order got cancelled automatically…. No valid reasons were provided. I kept asking for what exactly happened and the second representative told me not to get personal….. after two hours of waiting for my food and got cancelled without a valid reason despite of several efforts I tried to communicate with the help support… I am truly shocked by the service that Ubereats provided and the way they treat their customers in circumstances like this.,1,False,Order Cancelled after two hours of waiting,A hungry man without his food,
